,POS_Tweet,class
700,early morning sunrise dawn bird thebird jerryreed,2
701,thought panic bird flu bad really aint got time,2
702,great metaphor teaparty policies eat vital organs host dies teabaggers,2
703,monkey tail grows savior futuristic yet old earth,2
704,best good piece pussy fucks,1
705,females tweet dayum day r hoes need attention ijs wontgetme,1
706,worse jig convinced,2
707,root royals yankees,2
708,trending cus french bitch ass fucks think selling drugs cool posers,1
709,bitch going mo weeks,1
710,aint hoe get traphouseeeeeeee,1
711,asked wanted brownie said thanks said fasting,2
712,plies,2
713,wasnt never thought sharing colonialism injuns,2
714,hate sound callous allbut buffalo injuns,2
715,bad bitch wouldnt wan mess,1
716,httptcohleymyc,2
717,opening serving free samples cider vegan sliders brownies,2
718,place sole foot tread given said unto moses,2
719,middle school hoes used call warrior,1
720,hoes,1
721,hoes find relationship instead ruining others,1
722,pussies real leaders actually exist go home,1
723,straight nation college soccer champions hoosiernation hoosiers,2
724,make honorary student id way cooler international students football card hoosiers,2
725,best prostitute madam got pussy shouldnt broke right,1
726,eat da pussy better lesbian,1
727,fat hell band faggot god played sports th grade didnt stay band,1
728,right redskins lot queens right nomg sofunny,2
729,fuckin retarded commies loves snortin dont liberals,1
730,full white trash,0
731,gov troops handed severe defeat theres chatter soldiers lost amp raving,2
732,faggots killed,0
733,lol great thing bitches offer,1
734,niccas talk,1
735,hoes thinkin bad even tell bitch calm u average,1
736,u better cook clean bitch give u money aint cleanin dishes plate,1
737,full white trash,0
738,spanish bitches suck dick babies theyre already fine dressing slutty,1
739,reminded still dont get perplexed people think shes queer,1
740,centuries,2
741,sure bird deaths blame climatechange fuckin commies,1
742,going say yer lol wiggers,2
743,feat radio edit,2
744,once,2
745,kno pussy whipped nigga putting ring,1
746,bitch running hundred meter dash niqqa amp u still get killed,1
747,th early bird tickets httptcozcnpljoow,2
748,road way continue iubb finished indiana hoosiers,2
749,control reflex bitch slap,1
750,little brother hate admit knows hes still lil bitch fuck,1
751,yall bitches gon breast feed wit nipple rings,1
752,slapping hoe tuh solve something ima leave alonei never usually listen,1
753,reads responses amp mocks awakening,2
754,bitch justsaying,1
755,still bitch got wrong fans livid noexcuses,1
756,u talkin nig smashed da homies,0
757,youre hoe focusing sucking dick focus getting rich,1
758,its whaddupgt clouds hogging windturbines fuckin gasbag son bitch,1
759,using genetic engineering lab natural clones something faggot rome,0
760,focus knocked last year hatred umteen years lol,2
761,granny damn bitch thats,1
762,tomorrows sweep disposed ever month,2
763,let gonow wished hadnt cause suckhow nowhes guy win lose fire,2
764,nomggt fucked panties,1
765,everybody follow nicca,1
766,exit niccas salute,1
767,niccas,1
768,exit niccas,1
769,gt telling hoes talking cant get,1
770,trash,2
771,niggers wan na fuck tweet drink pineapple soda day,0
772,asian black hawaiian gay retarded drunk,0
773,full white trash,0
774,pussy naz ay tried tell naz,1
775,cases virus infections reported year dead birds found carrying virus,2
776,love forever ling ling,2
777,nicca,2
778,son bitch moment finally get bed bladder decides time piss,1
779,son bitch moment turn radio favorite song end song,1
780,son bitch moment walking house dark stub little toe wall,1
781,leave car windows rains car looks hurricane katrina ran bitch,1
782,people happy bitchnmoan time,1
783,play deez niggas n bitches dat snakes,0
784,give da dick got ta half stroke da pussy bc u dump dick dat bitch gon become extremely anoyin,1
785,lil bitch follow,1
786,fuck dem hoes better love dem hoes,1
787,referred creepy ass cracker thug,0
788,sprinklernigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,0
789,made bitches,1
790,fucc nicca,1
791,get job naacp hear diversity tolerance long aint cracker tcot,0
792,full white trash,0
793,violated sovereignty wopen borderjihadiscriminaldiseasedhaitianssamericans impeachobama,2
794,full white trash,0
795,lt,2
796,hoes wasted time,1
797,make bitch cheat points scale,1
798,annoying player fool take vyvanseyankees,2
799,dont want back,2
800,play entire inning thats fitting,2
801,fantastic pitcher,2
802,outduels series finale,2
803,straight hits not night,2
804,game freaking killing satellite douche,2
805,move bullpen really helped,2
806,aint complaining win lose game showed heart ride die flex zone earned,2
807,went upper lower body strength hitter say word,2
808,fire sale want whole team rest please go,2
809,bounce back ta keep going,2
810,needed play,2
811,got home winning even better get serious call time,2
812,got beaten thug,2
813,take games callin,2
814,wasted season rays mlb,2
815,start building windturbines kill whole flock birds gogt,1
816,tattoo bitches corrupt many men possible cattle prod votegt,1
817,youre proud white trash,1
818,badd ones idkmixxed bitches really tho,1
819,palm trees great weather else horrible weather bitches,1
820,ass local bitches,1
821,bitches,1
822,bitch st space,1
823,leaving hoes w cockbreath,1
824,trash trashed wasted,2
825,jesuschristgt ahead gaymarriage pocketsgt,1
826,scientific indicator something celebrate unique indiviuals cancergt,0
827,job white trash,0
828,cuts talks claim fair balanced network full teabaggers liars,2
829,inktober oldpainting mt tiki wahine surf monkey bright happysunday peace wishing,2
830,dont love hoes,1
831,bitch,1
832,fans cody nominating years draft iubb,2
833,anyone famous go guido shitbag means money family,1
834,twentysix gouache mt snappy pappy bitch x good thing sable paintbrushes,1
835,still hanging yankees need win,2
836,suiting tonight hoosierdaddy hoosiers,2
837,bitch nose pierced,1
838,dont care got gayboyproblems everywhere bitch champ totally full,1
839,honkies,2
840,goauche wetback,0
841,prove wrong righties liberals use facts cons use emotions make decisions facts damned teabagger motto,1
842,commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook,2
843,goauche monkey oldpainting vinyl jazz lounge,2
844,browngal gouache monkey tiki,2
845,bitch,1
846,witcha bitch pussy pussy inda hood ona sofawit plastic,1
847,amp,2
848,get chilling till da bitch hit,1
849,niggas bitches tho niggaz b bitch made u cud kiss em n da mouth,1
850,nyy better whole team,2
851,gaping tranny play panty part,1
852,creampie bitch,1
853,tranny ass fucked,1
854,british queer anal pounding,1
855,pussy ass,1
856,ebony babe pussy,1
857,girl rubbing pussy nude beach,1
858,bigtits preggie slut big tits plays swollen pussy,1
859,pussy close,1
860,pussy fingered asshole,1
861,amateur pussy player milf close,1
862,cumshot beauty pussy closeup,1
863,pussy fuck close,1
864,japanese girls hairy cunt cre,1
865,sucks un,1
866,paki,2
867,paki,2
868,ebony texas bbw big deep pussy,1
869,erotic wild tits pussy fucking,1
870,facial tranny whore gets rammed facialized,1
871,fisting fists wifes big pussy,1
872,fisting more lovely sounds fisting loose pussy,1
873,fisting,1
874,year old hairy pussy cumming fingers,1
875,shoves dildo hairy red pussy,1
876,pussy,1
877,hairy pussy,1
878,job cum rubber pussy,1
879,boy fucking bitch hiddencam,1
880,pussy shots hidden c,1
881,made wife rubbing pussy,1
882,submissive bitch outdoor made amateur,1
883,italian baby pussy,1
884,japanese young japanese girls hot cunt fucked amp c,1
885,japanese japanese girls hairy cunt creampied,1
886,korean korean girlfriend pussy,1
887,chick gets pussy pumped,1
888,mature pussy,1
889,tight pussy,1
890,lesbian girl eating pussy,1
891,lingerie getting wet cunt pounded,1
892,masturbation hot black tranny mastu,1
893,bitch pleases hotlooking young stud,1
894,oldyoung german milf getting young old cock pussy,1
895,smalltits tits ghetto fucking stepdad,1
896,lesbian teens toy slits,2
897,amp hairy pussy,1
898,xxx homemade pussy eating httptcozgaiwllye,1
899,putabirdonit much cooler put bird,2
900,dlac tell gf hoe happy,1
901,hoe try get serious someone dont expect anything piece meat,1
902,tow truck johndeere america,2
903,highschool graduation rate thats many uninformed teabaggers morningjoe,2
904,last mins let talk standing clapping birds,2
905,bad bitch,1
906,precious gook baby,2
907,used good rappingnow ima bitch,1
908,took likkle monkey jimmys,2
909,state mississippi opposed minimum wage child labor laws unions proscab sweatshop work pretty much,2
910,bitches amp drinking bc sucked,1
911,rough mock base eventually ashtray,2
912,bitch,1
913,gon sit gon walk bitch,1
914,bitch get naked times shes drunk,1
915,loving show morning directing conversation beautifully teabaggers talk,2
916,bitch,1
917,bitch,1
918,bad bitches,1
919,bitch,1
920,everytime come kitchen kitchen goddamn refrigerator pussy,1
921,sick guys sing pussies rock type men,1
922,u real bitch,1
923,bid go date dreamy son bitch,1
924,bud well shots bar tn giving away trip youre cunt come visit,1
925,torch drain cause high lost niggas finessed hoe fuckkkkk ittt,1
926,line dropped killer trash talk line,2
927,piece pussy,1
928,love salad fuck hoes eat salad,1
929,crow,2
930,bitch n passenger seat dun fucked least time,1
931,true early bird gets worm first,2
932,dirty whore love hoe love watching,1
933,hoe got school shirt sucking dick,1
934,lotta fck niggas talking bitches,1
935,bitches started shooting party,1
936,bitches giving rubs,1
937,coon grew bokoo coons tho never coon shit tho,1
938,smashing hoe hoe paying condo still,1
939,guiltypleasure watching niggers fight,1
940,rest bitches waiting give fuck,1
941,rather called nigger uncle tom mark,1
942,yall bitches deaf words treated queen huh,1
943,hiho,2
944,btches gon end dead screen shot thinkn sht funnyaint many niccas gon b,1
945,congrats youve turned hoe housewife dont get shitty guys start singing hit first,1
946,got ur bitch tip toeing marble floors,1
947,omg thinccin makes laugh use talking shit rd period cute amp bitch,1
948,needa stop sucking dick hoe,1
949,bitch follow everybody shut ass,1
950,hop hoe,1
951,lmao nigga go half weed brownie laughing hard hell senior seminar,1
952,amp aint ho get trap hooouseee,1
953,bitch love amp simply remember cute peice hair hella short,1
954,pussy ride dick gt amp,1
955,pussy,1
956,pussy,1
957,bitch,1
958,important thing temporary bullshit lies fa birds,1
959,racist month u honkey,0
960,b rude shit thats nice bitch aint worth quarter,1
961,old covering titties sex bitch childish,1
962,watching porn amp beating amp yo homie text u amp show name banner youre faggot,0
963,bruh hoes got ta stupid,1
964,theres bitch setting lean tweet,1
965,boring sex lick side bitch face hittin back,1
966,course cooders nudes lives expect,1
967,stomach pain mufucka nigga thats rating bitches,1
968,bitches get stuff done,1
969,fucc nicca yu pose pullin,0
970,maaaaannnn hope get rid looking,2
971,mike calls tbird,2
972,niggas sending screenshots bitches stop texting cuh,1
973,white bitch think miley cyrus,1
974,seen thot ass bitch high top whites,1
975,got ta team full worsum hoes,1
976,hoe sayin never give dreamsfuckin fortune cookie ass hoe fuck,1
977,dyke get pregnant mistake gtgtgtgtgt,1
978,bitch know got games phone,1
979,bitch lrt,1
980,burnt pussy lips,1
981,said got ta chill pretty face challenge foolishness yall hoes agg,0
982,nah round only bitches nigga mollies,1
983,played nigga smh bitches shady god,1
984,bitch go away subnorbot tu puta madre carlosnoodles,1
985,bitch mad af,1
986,hate ho rookie slut getting cash date nope nope,1
987,youre trying relax pussy shooting light beams,1
988,sucking bitches howdhow,1
989,bitch youre hobbit need let know right,1
990,folks bad talk trash,1
991,brittany bitch u dog man,1
992,smh bitch sellin ass,1
993,pussy imma assume baby likethe day,1
994,faggot eat pork chops,1
995,brisket sizzlin grill side hoe laid game,1
996,mexican bitches shaped silly puddy,1
997,hoe ya grandma got tattoo,1
998,cheap hair cheap dresses cheap shoes tacky ass little bitches,1
999,st goon niccas gon stadium,0
1000,fucking god bruh birds southridge front house,1
1001,explore pussy,1
1002,sweetbrexo pussy mom think got buying shit,1
